satelite_id,Datetime,C_rs,Delta n0,M0,C_uc,e,C_us,sqrt(A),T_oe,C_ic,OMEGA0,C_is,i0,C_rc,omega,OMEGA DOT,IDOT,t_tm
C37,2025-03-25 17:00:00,47.41796875,4.270535027783e-09,-1.003529581607,2.3255124688149998e-06,0.0005181995220482,8.742325007914999e-06,5282.6382176960005,234000.0,-2.7008354663850002e-08,0.2927789614989,2.607703208923e-08,0.9462099716147,175.3359375,-0.23790330464470003,-6.992076962357001e-09,5.653806932324e-10,9.0
C37,2025-03-25 17:00:00,47.41796875,4.270535027783e-09,-1.003529581607,2.3255124688149998e-06,0.0005181995220482,8.742325007914999e-06,5282.6382176960005,234000.0,-2.7008354663850002e-08,0.2927789614989,2.607703208923e-08,0.9462099716147,175.3359375,-0.23790330464470003,-6.992076962357001e-09,5.653806932324e-10,9.0
C37,2025-03-25 17:00:00,47.41796875,4.270535027783e-09,-1.003529581607,2.3255124688149998e-06,0.0005181995220482,8.742325007914999e-06,5282.6382176960005,234000.0,-2.7008354663850002e-08,0.2927789614989,2.607703208923e-08,0.9462099716147,175.3359375,-0.23790330464470003,-6.992076962357001e-09,5.653806932324e-10,234000.0
C37,2025-03-25 18:00:00,46.015625,4.177674016892001e-09,-0.5142921203883,2.330634742975e-06,0.000517885084264,8.766073733568e-06,5282.639371872,237600.0,-2.9802322387700004e-08,0.29275354988040003,-3.864988684654e-08,0.9462121513627001,171.96875,-0.2395776816807,-6.948503718785001e-09,5.860958418158e-10,237600.0
C37,2025-03-25 18:00:00,45.07421875,4.1705308622080004e-09,-0.5150395815573,2.2221356630329997e-06,0.0005182818858884,8.793547749519e-06,5282.6396766319995,237600.0,-4.2840838432310007e-08,0.2927534050515,-7.729977369308e-08,0.9462122384063001,174.55078125,-0.23882903554800003,-6.9222526253210004e-09,6.016322032533e-10,10.0
C37,2025-03-25 18:00:00,45.07421875,4.1705308622080004e-09,-0.5150395815573,2.2221356630329997e-06,0.0005182818858884,8.793547749519e-06,5282.6396766319995,237600.0,-4.2840838432310007e-08,0.2927534050515,-7.729977369308e-08,0.9462122384063001,174.55078125,-0.23882903554800003,-6.9222526253210004e-09,6.016322032533e-10,10.0
C37,2025-03-25 18:00:00,45.07421875,4.1705308622080004e-09,-0.5150395815573,2.2221356630329997e-06,0.0005182818858884,8.793547749519e-06,5282.6396766319995,237600.0,-4.2840838432310007e-08,0.2927534050515,-7.729977369308e-08,0.9462122384063001,174.55078125,-0.23882903554800003,-6.9222526253210004e-09,6.016322032533e-10,10.0
C37,2025-03-25 18:00:00,45.07421875,4.1705308622080004e-09,-0.5150395815573,2.2221356630329997e-06,0.0005182818858884,8.793547749519e-06,5282.6396766319995,237600.0,-4.2840838432310007e-08,0.2927534050515,-7.729977369308e-08,0.9462122384063001,174.55078125,-0.23882903554800003,-6.9222526253210004e-09,6.016322032533e-10,237617.0
C37,2025-03-25 19:00:00,42.953125,4.148029924953e-09,-0.02647668868893,2.28313729167e-06,0.0005183001048863,8.808914572000998e-06,5282.6401920319995,241200.0,-1.220032572746e-07,0.29272860566430003,-7.450580596924e-08,0.9462141145987,173.71875,-0.23982903880210002,-6.983862334470001e-09,6.01096466652e-10,241200.0
C37,2025-03-25 19:00:00,32.56640625,4.098742157634e-09,-0.02107386231381,1.7182901501659998e-06,0.000518728105817,8.898787200451e-06,5282.6411581209995,241200.0,-2.328306436539e-08,0.292728458641,-7.357448339462e-08,0.9462144708193,171.76171875,-0.24523682958970003,-6.908680631422001e-09,6.009178877849e-10,11.0
