satelite_id,Datetime,a0,a1,a2,X,Vx,ax,Health,Y,Vy,ay,Frequency number,Z,Vz,az,Age of operation
R17,2025-03-25 08:45:00,0.0001769922673702,2.728484105319e-12,203399.99999999997,-15939.276367190001,-2.584394454956,-3.725290298462e-09,0.0,5133.202636719,-0.5301141738892,-9.313225746155e-10,4.0,19232.546875,-2.003998756409,0.0,0.0
R17,2025-03-25 09:15:00,0.00017699785530570002,2.728484105319e-12,205200.0,-20150.125976559997,-2.050686836243,-3.725290298462e-09,0.0,4604.522949218999,-0.07777976989746,0.0,4.0,14927.784667970001,-2.748059272766,0.0,0.0
R17,2025-03-25 09:45:00,0.0001770043745637,2.728484105319e-12,206999.99999999997,-23187.48388672,-1.294381141663,-3.725290298462e-09,0.0,4753.133300781,0.20885181427,0.0,4.0,9467.295898438,-3.279734611511,9.313225746155e-10,0.0
R17,2025-03-25 10:15:00,0.0001770099624991,2.728484105319e-12,208800.0,-24734.77734375,-0.4135179519653,-3.725290298462e-09,0.0,5218.174316406001,0.2665634155273,0.0,4.0,3273.464355469,-3.55753326416,9.313225746155e-10,0.0
R17,2025-03-25 10:45:00,0.0001770155504346,2.728484105319e-12,210600.0,-24671.555664059997,0.47499847412109997,-3.725290298462e-09,0.0,5561.908203125,0.07442092895508,9.313225746155e-10,4.0,-3174.0078125,-3.55969619751,1.862645149231e-09,0.0
R17,2025-03-25 11:15:00,0.00017702113837,2.728484105319e-12,212400.0,-23090.72021484,1.254260063171,-2.793967723846e-09,0.0,5350.40625,-0.3424310684204,9.313225746155e-10,4.0,-9375.477539062,-3.285980224609,2.793967723846e-09,0.0
R17,2025-03-25 11:45:00,0.0001770267263055,2.728484105319e-12,214200.0,-20281.30957031,1.826212882996,-1.862645149231e-09,0.0,4234.012695312,-0.9168071746826,9.313225746155e-10,4.0,-14850.39746094,-2.757702827454,2.793967723846e-09,0.0
R17,2025-03-25 12:15:00,0.00017703231424090002,2.728484105319e-12,216000.0,-16679.75537109,2.127339363098,0.0,0.0,2013.9184570310001,-1.550662994385,0.0,4.0,-19174.83398438,-2.016027450562,2.793967723846e-09,0.0
R17,2025-03-25 12:45:00,0.00017703790217640003,2.728484105319e-12,217800.0,-12797.812500000002,2.138518333435,0.0,0.0,-1316.4829101560001,-2.131521224976,0.0,4.0,-22014.44189453,-1.118663787842,1.862645149231e-09,0.0
R17,2025-03-25 13:15:00,0.0001770434901118,2.728484105319e-12,219600.00000000003,-9139.278320312,1.887460708618,9.313225746155e-10,0.0,-5562.494628906,-2.551377296448,-9.313225746155e-10,4.0,-23150.28271484,-0.1352815628052,1.862645149231e-09,0.0
R17,2025-03-25 13:45:00,0.0001770500093699,2.728484105319e-12,221400.0,-6119.380859375,1.443356513977,1.862645149231e-09,0.0,-10352.86669922,-2.724872589111,-1.862645149231e-09,4.0,-22495.52880859,0.8579616546631,9.313225746155e-10,0.0
R17,2025-03-25 14:15:00,0.00017705559730530002,2.728484105319e-12,223200.00000000003,-4000.1704101559994,0.9047126770020001,1.862645149231e-09,0.0,-15194.33935547,-2.603755950928,-3.725290298462e-09,4.0,-20101.85693359,1.784326553345,0.0,0.0
R17,2025-03-25 14:45:00,0.0001770621165633,2.728484105319e-12,225000.0,-2852.4663085939997,0.3824291229248,9.313225746155e-10,0.0,-19546.99951172,-2.185235977173,-4.6566128730770005e-09,4.0,-16155.147460940001,2.572397232056,0.0,0.0
R17,2025-03-25 15:15:00,0.0001770686358213,2.728484105319e-12,226799.99999999997,-2550.4448242189997,-0.01904106140137,9.313225746155e-10,0.0,-22908.07177734,-1.5128698349,-4.6566128730770005e-09,4.0,-10960.90380859,3.161525726318,-9.313225746155e-10,0.0
R17,2025-03-25 15:45:00,0.0001770751550794,2.728484105319e-12,228600.0,-2799.545410156,-0.2193460464478,0.0,0.0,-24890.40917969,-0.6698684692383,-4.6566128730770005e-09,4.0,-4920.556640625,3.506452560425,-1.862645149231e-09,0.0
R17,2025-03-25 16:15:00,0.00017708167433740001,3.637978807092e-12,230399.99999999997,-3192.855957031,-0.17578887939450002,0.0,0.0,-25282.839355469998,0.234091758728,-3.725290298462e-09,4.0,1499.517578125,3.580735206604,-2.793967723846e-09,0.0
R17,2025-03-25 16:45:00,0.00017708819359540001,3.637978807092e-12,232200.0,-3286.47265625,0.10943794250490001,-9.313225746155e-10,0.0,-24082.489746090003,1.080372810364,-2.793967723846e-09,4.0,7803.895507812001,3.378743171692,-2.793967723846e-09,0.0
R17,2025-03-25 17:15:00,0.0001770947128534,2.728484105319e-12,234000.0,-2681.204589844,0.5895357131958,-9.313225746155e-10,0.0,-21493.8515625,1.760321617126,-1.862645149231e-09,4.0,13506.17578125,2.91606426239,-2.793967723846e-09,0.0
R17,2025-03-25 17:45:00,0.0001771012321115,2.728484105319e-12,235800.0,-1096.959472656,1.180829048157,0.0,0.0,-17894.78466797,2.192543029785,-9.313225746155e-10,4.0,18166.32080078,2.22829246521,-2.793967723846e-09,0.0
R17,2025-03-25 18:15:00,0.0001771077513695,2.728484105319e-12,237600.0,1572.616210938,1.77667427063,0.0,0.0,-13775.094238279999,2.335675239563,0.0,4.0,21424.43603516,1.368312835693,-1.862645149231e-09,0.0
R17,2025-03-25 18:45:00,0.00017711333930490002,2.728484105319e-12,239400.0,5234.432617188,2.265254974365,0.0,0.0,-9657.802734375,2.194585800171,9.313225746155e-10,4.0,23028.45019531,0.40228176116940007,-1.862645149231e-09,0.0
R17,2025-03-25 19:15:00,0.0001771198585629,2.728484105319e-12,241200.0,9603.616699219,2.548336029053,1.862645149231e-09,0.0,-6016.025878906001,1.818989753723,1.862645149231e-09,4.0,22853.616210940003,-0.5953865051270001,-9.313225746155e-10,0.0
R17,2025-03-25 19:45:00,0.0001771254464984,2.728484105319e-12,243000.00000000003,14243.488769529999,2.55792427063,2.793967723846e-09,0.0,-3199.0888671879998,1.294707298279,1.862645149231e-09,4.0,20912.351074219998,-1.547677993774,-9.313225746155e-10,0.0
R17,2025-03-25 20:15:00,0.0001771319657564,2.728484105319e-12,244800.0,18631.51367188,2.26805973053,3.725290298462e-09,0.0,-1380.0,0.7290019989014,1.862645149231e-09,4.0,17353.61425781,-2.380874633789,0.0,0.0
R17,2025-03-25 20:45:00,0.00017713941633700002,2.728484105319e-12,246600.00000000003,22240.53808594,1.699758529663,3.725290298462e-09,0.0,-532.9155273438,0.2323808670044,1.862645149231e-09,4.0,12451.76611328,-3.030274391174,0.0,0.0
R17,2025-03-25 21:15:00,0.0001771450042725,2.728484105319e-12,248400.0,24622.01464844,0.91823387146,4.6566128730770005e-09,0.0,-444.3237304688,-0.1001405715942,9.313225746155e-10,4.0,6585.629882812001,-3.445281028748,9.313225746155e-10,0.0
R17,2025-03-25 21:45:00,0.0001771505922079,2.728484105319e-12,250199.99999999997,25477.43701172,0.02275657653809,3.725290298462e-09,0.0,-756.060546875,-0.205171585083,0.0,4.0,209.2729492188,-3.593456268311,1.862645149231e-09,0.0
R17,2025-03-25 22:15:00,0.00017715618014340002,2.728484105319e-12,252000.0,24706.06835938,-0.8691930770874001,3.725290298462e-09,0.0,-1032.928222656,-0.06174850463867,0.0,4.0,-6183.284667969,-3.463151931763,1.862645149231e-09,0.0
R17,2025-03-25 22:45:00,0.0001771617680788,2.728484105319e-12,253799.99999999997,22420.91796875,-1.640847206116,2.793967723846e-09,0.0,-843.4731445312,0.3050537109375,0.0,4.0,-12096.62695312,-3.064477920532,2.793967723846e-09,0.0
R17,2025-03-25 23:15:00,0.0001771673560143,2.728484105319e-12,255600.0,18930.25292969,-2.194972038269,1.862645149231e-09,0.0,159.7734375,0.8283309936523001,-9.313225746155e-10,4.0,-17072.65185547,-2.428504943848,2.793967723846e-09,0.0
R17,2025-03-25 23:45:00,0.0001771729439497,2.728484105319e-12,257399.99999999997,14687.749511720001,-2.469401359558,0.0,0.0,2174.242675781,1.410671234131,0.0,4.0,-20726.288085940003,-1.604761123657,2.793967723846e-09,0.0
