satelite_id,Datetime,a0,a1,a2,IODnav,C_rs,Delta n0,M0,C_uc,e,C_us,sqrt(A),T_oe,C_ic,OMEGA0,C_is,i0,C_rc,omega,OMEGA DOT,IDOT,Data source,GAL Week,SISA signal,SV health,BGDa,BGDb,t_tm
E02,2023-12-11 02:20:00,8.56120022945e-05,3.0837554732e-12,0.0,30.0,184.34375,2.6479674413300002e-09,-1.5110495587,8.516013622279999e-06,0.000453216140158,1.2619420886e-05,5440.63512993,94800.0,5.58793544769e-09,2.94238875476,-1.86264514923e-08,0.968401705955,68.25,0.361566025705,-5.26021910924e-09,-1.44291724615e-10,513.0,2292.0,3.12,0.0,-1.39698386192e-09,-2.09547579288e-09,95485.0
E02,2023-12-11 02:20:00,8.56120022945e-05,3.0837554732e-12,0.0,30.0,184.34375,2.6479674413300002e-09,-1.5110495587,8.516013622279999e-06,0.000453216140158,1.2619420886e-05,5440.63512993,94800.0,5.58793544769e-09,2.94238875476,-1.86264514923e-08,0.968401705955,68.25,0.361566025705,-5.26021910924e-09,-1.44291724615e-10,516.0,2292.0,3.12,0.0,-1.39698386192e-09,-2.09547579288e-09,95464.0
E02,2023-12-11 02:20:00,8.561200229451e-05,3.083755473199e-12,0.0,30.0,184.34375,2.6479674413300002e-09,-1.511049558696,8.516013622284e-06,0.00045321614015850003,1.2619420886040002e-05,5440.635129929,94800.0,5.587935447693e-09,2.942388754759,-1.862645149231e-08,0.9684017059553001,68.25,0.3615660257048,-5.26021910924e-09,-1.442917246152e-10,517.0,2292.0,3.12,0.0,-1.396983861923e-09,-2.095475792885e-09,95465.0
E02,2023-12-11 02:30:00,8.56152037159e-05,3.09796632791e-12,0.0,31.0,184.84375,2.6486817568e-09,-1.43679488718,8.54954123497e-06,0.000453159445897,1.2647360563300003e-05,5440.634967800001,95399.99999999999,5.58793544769e-09,2.9423856285,-1.49011611938e-08,0.9684016108660001,67.84375,0.36169546908500005,-5.263433528850001e-09,-1.46077513286e-10,258.0,2292.0,3.12,0.0,-1.39698386192e-09,0.0,96120.0
E02,2023-12-11 02:30:00,8.561392314730001e-05,3.09796632791e-12,0.0,31.0,184.84375,2.6486817568e-09,-1.43679488718,8.54954123497e-06,0.000453159445897,1.2647360563300003e-05,5440.634967800001,95399.99999999999,5.58793544769e-09,2.9423856285,-1.49011611938e-08,0.9684016108660001,67.84375,0.36169546908500005,-5.263433528850001e-09,-1.46077513286e-10,513.0,2292.0,3.12,0.0,-1.39698386192e-09,-2.09547579288e-09,96085.0
E02,2023-12-11 02:30:00,8.561392314730001e-05,3.09796632791e-12,0.0,31.0,184.84375,2.6486817568e-09,-1.43679488718,8.54954123497e-06,0.000453159445897,1.2647360563300003e-05,5440.634967800001,95399.99999999999,5.58793544769e-09,2.9423856285,-1.49011611938e-08,0.9684016108660001,67.84375,0.36169546908500005,-5.263433528850001e-09,-1.46077513286e-10,516.0,2292.0,3.12,0.0,-1.39698386192e-09,-2.09547579288e-09,96064.0
E02,2023-12-11 02:30:00,8.561392314732e-05,3.097966327914e-12,0.0,31.0,184.84375,2.6486817567980004e-09,-1.436794887177,8.54954123497e-06,0.0004531594458967,1.264736056328e-05,5440.634967804,95399.99999999999,5.587935447693e-09,2.942385628503,-1.4901161193850002e-08,0.9684016108656,67.84375,0.3616954690852,-5.2634335288480006e-09,-1.460775132862e-10,517.0,2292.0,3.12,0.0,-1.396983861923e-09,-2.095475792885e-09,96065.0
E02,2023-12-11 02:40:00,8.5617066361e-05,3.09796632791e-12,0.0,32.0,184.5625,2.64511017946e-09,-1.36235110863,8.54767858982e-06,0.00045317690819500007,1.2652948498700002e-05,5440.63502884,96000.0,3.7252902984600004e-09,2.94238247445,-1.30385160446e-08,0.9684015216280001,67.9375,0.36163591222700003,-5.263790686580001e-09,-1.46077513286e-10,258.0,2292.0,3.12,0.0,-1.39698386192e-09,0.0,96720.0
E02,2023-12-11 02:40:00,8.56158440001e-05,3.09796632791e-12,0.0,32.0,184.5625,2.64511017946e-09,-1.36235110863,8.54767858982e-06,0.00045317690819500007,1.2652948498700002e-05,5440.63502884,96000.0,3.7252902984600004e-09,2.94238247445,-1.30385160446e-08,0.9684015216280001,67.9375,0.36163591222700003,-5.263790686580001e-09,-1.46077513286e-10,513.0,2292.0,3.12,0.0,-1.39698386192e-09,-2.09547579288e-09,96685.0
E02,2023-12-11 02:40:00,8.56158440001e-05,3.09796632791e-12,0.0,32.0,184.5625,2.64511017946e-09,-1.36235110863,8.54767858982e-06,0.00045317690819500007,1.2652948498700002e-05,5440.63502884,96000.0,3.7252902984600004e-09,2.94238247445,-1.30385160446e-08,0.9684015216280001,67.9375,0.36163591222700003,-5.263790686580001e-09,-1.46077513286e-10,516.0,2292.0,3.12,0.0,-1.39698386192e-09,-2.09547579288e-09,96664.0
E02,2023-12-11 02:40:00,8.561584400013001e-05,3.097966327914e-12,0.0,32.0,184.5625,2.6451101794560003e-09,-1.362351108626,8.547678589821e-06,0.00045317690819500007,1.265294849873e-05,5440.635028839,96000.0,3.725290298462e-09,2.942382474452,-1.3038516044620001e-08,0.9684015216276001,67.9375,0.3616359122273,-5.263790686582001e-09,-1.460775132862e-10,517.0,2292.0,3.12,0.0,-1.396983861923e-09,-2.095475792885e-09,96664.99999999999
E02,2023-12-11 02:50:00,8.56189290062e-05,3.09796632791e-12,0.0,33.0,183.71875,2.63689555157e-09,-1.28774803439,8.519738912579999e-06,0.00045327888801700004,1.26287341118e-05,5440.63531113,96600.0,5.58793544769e-09,2.94237929699,-1.86264514923e-08,0.9684014426299999,68.71875,0.361417145995,-5.26129058244e-09,-1.45006040084e-10,258.0,2292.0,3.12,0.0,-1.39698386192e-09,0.0,97320.0
E02,2023-12-11 02:50:00,8.56177066453e-05,3.09796632791e-12,0.0,33.0,183.71875,2.63689555157e-09,-1.28774803439,8.519738912579999e-06,0.00045327888801700004,1.26287341118e-05,5440.63531113,96600.0,5.58793544769e-09,2.94237929699,-1.86264514923e-08,0.9684014426299999,68.71875,0.361417145995,-5.26129058244e-09,-1.45006040084e-10,513.0,2292.0,3.12,0.0,-1.39698386192e-09,-2.09547579288e-09,97285.0
E02,2023-12-11 02:50:00,8.56177066453e-05,3.09796632791e-12,0.0,33.0,183.71875,2.63689555157e-09,-1.28774803439,8.519738912579999e-06,0.00045327888801700004,1.26287341118e-05,5440.63531113,96600.0,5.58793544769e-09,2.94237929699,-1.86264514923e-08,0.9684014426299999,68.71875,0.361417145995,-5.26129058244e-09,-1.45006040084e-10,516.0,2292.0,3.12,0.0,-1.39698386192e-09,-2.09547579288e-09,97264.0
E02,2023-12-11 02:50:00,8.561770664528e-05,3.097966327914e-12,0.0,33.0,183.71875,2.63689555157e-09,-1.287748034389,8.519738912582e-06,0.0004532788880169,1.2628734111790002e-05,5440.635311127,96600.0,5.587935447693e-09,2.942379296994,-1.862645149231e-08,0.9684014426299999,68.71875,0.3614171459948,-5.2612905824430004e-09,-1.450060400836e-10,517.0,2292.0,3.12,0.0,-1.396983861923e-09,-2.095475792885e-09,97265.0
E02,2023-12-11 03:20:00,8.562469156460001e-05,3.09796632791e-12,0.0,36.0,180.375,2.59189367706e-09,-1.06341599255,8.38562846184e-06,0.00045409123413300004,1.2353062629700002e-05,5440.63724518,98400.0,2.421438694e-08,2.94236972805,-3.1664967536900005e-08,0.9684012612280001,75.78125,0.360238328069,-5.24378985347e-09,-1.41791620476e-10,258.0,2292.0,3.12,0.0,-1.39698386192e-09,0.0,99370.0
E02,2023-12-11 03:20:00,8.562346920370001e-05,3.09796632791e-12,0.0,36.0,180.375,2.59189367706e-09,-1.06341599255,8.38562846184e-06,0.00045409123413300004,1.2353062629700002e-05,5440.63724518,98400.0,2.421438694e-08,2.94236972805,-3.1664967536900005e-08,0.9684012612280001,75.78125,0.360238328069,-5.24378985347e-09,-1.41791620476e-10,513.0,2292.0,3.12,0.0,-1.39698386192e-09,-2.09547579288e-09,99355.0
E02,2023-12-11 03:20:00,8.562346920370001e-05,3.09796632791e-12,0.0,36.0,180.375,2.59189367706e-09,-1.06341599255,8.38562846184e-06,0.00045409123413300004,1.2353062629700002e-05,5440.63724518,98400.0,2.421438694e-08,2.94236972805,-3.1664967536900005e-08,0.9684012612280001,75.78125,0.360238328069,-5.24378985347e-09,-1.41791620476e-10,516.0,2292.0,3.12,0.0,-1.39698386192e-09,-2.09547579288e-09,99334.0
E02,2023-12-11 03:20:00,8.562346920371001e-05,3.097966327914e-12,0.0,36.0,180.375,2.591893677061e-09,-1.06341599255,8.385628461837999e-06,0.0004540912341326,1.2353062629700002e-05,5440.637245178001,98400.0,2.421438694e-08,2.942369728047,-3.166496753693e-08,0.9684012612282,75.78125,0.3602383280695,-5.243789853467e-09,-1.4179162047580001e-10,517.0,2292.0,3.12,0.0,-1.396983861923e-09,-2.095475792885e-09,99335.0
E02,2023-12-11 03:30:00,8.562661241740002e-05,3.09796632791e-12,0.0,37.0,179.84375,2.5747501058200002e-09,-0.9886191138510001,8.363276720049999e-06,0.000454493798316,1.2207776308100001e-05,5440.63812637,99000.0,2.9802322387700004e-08,2.94236656083,-3.35276126862e-08,0.968401201249,79.3125,0.35982585978000003,-5.23950396066e-09,-1.41434462742e-10,258.0,2292.0,3.12,0.0,-1.39698386192e-09,0.0,99720.0
E02,2023-12-11 03:30:00,8.562539005650002e-05,3.09796632791e-12,0.0,37.0,179.84375,2.5747501058200002e-09,-0.9886191138510001,8.363276720049999e-06,0.000454493798316,1.2207776308100001e-05,5440.63812637,99000.0,2.9802322387700004e-08,2.94236656083,-3.35276126862e-08,0.968401201249,79.3125,0.35982585978000003,-5.23950396066e-09,-1.41434462742e-10,513.0,2292.0,3.12,0.0,-1.39698386192e-09,-2.09547579288e-09,99685.0
E02,2023-12-11 03:30:00,8.562539005650002e-05,3.09796632791e-12,0.0,37.0,179.84375,2.5747501058200002e-09,-0.9886191138510001,8.363276720049999e-06,0.000454493798316,1.2207776308100001e-05,5440.63812637,99000.0,2.9802322387700004e-08,2.94236656083,-3.35276126862e-08,0.968401201249,79.3125,0.35982585978000003,-5.23950396066e-09,-1.41434462742e-10,516.0,2292.0,3.12,0.0,-1.39698386192e-09,-2.09547579288e-09,99664.0
E02,2023-12-11 03:30:00,8.562539005652001e-05,3.097966327914e-12,0.0,37.0,179.84375,2.5747501058200002e-09,-0.9886191138515001,8.363276720047e-06,0.0004544937983155,1.2207776308060002e-05,5440.638126373,99000.0,2.9802322387700004e-08,2.942366560829,-3.3527612686160006e-08,0.9684012012485002,79.3125,0.3598258597799,-5.2395039606570004e-09,-1.4143446274160002e-10,517.0,2292.0,3.12,0.0,-1.396983861923e-09,-2.095475792885e-09,99665.0
E02,2023-12-11 03:40:00,8.56285332702e-05,3.09796632791e-12,0.0,38.0,179.875,2.5586780077800004e-09,-0.913879397214,8.363276720049999e-06,0.000454927212559,1.2053176760700001e-05,5440.63904381,99600.00000000001,3.1664967536900005e-08,2.94236340678,-3.1664967536900005e-08,0.9684011281029999,83.03125,0.35947051551600007,-5.23736101425e-09,-1.41791620476e-10,258.0,2292.0,3.12,0.0,-1.39698386192e-09,0.0,100320.00000000001
E02,2023-12-11 03:40:00,8.562731090930001e-05,3.09796632791e-12,0.0,38.0,179.875,2.5586780077800004e-09,-0.913879397214,8.363276720049999e-06,0.000454927212559,1.2053176760700001e-05,5440.63904381,99600.00000000001,3.1664967536900005e-08,2.94236340678,-3.1664967536900005e-08,0.9684011281029999,83.03125,0.35947051551600007,-5.23736101425e-09,-1.41791620476e-10,513.0,2292.0,3.12,0.0,-1.39698386192e-09,-2.09547579288e-09,100285.0
E02,2023-12-11 03:40:00,8.562731090930001e-05,3.09796632791e-12,0.0,38.0,179.875,2.5586780077800004e-09,-0.913879397214,8.363276720049999e-06,0.000454927212559,1.2053176760700001e-05,5440.63904381,99600.00000000001,3.1664967536900005e-08,2.94236340678,-3.1664967536900005e-08,0.9684011281029999,83.03125,0.35947051551600007,-5.23736101425e-09,-1.41791620476e-10,516.0,2292.0,3.12,0.0,-1.39698386192e-09,-2.09547579288e-09,100264.0
E02,2023-12-11 03:40:00,8.562731090933e-05,3.097966327914e-12,0.0,38.0,179.875,2.558678007781e-09,-0.9138793972137,8.363276720047e-06,0.0004549272125587,1.205317676067e-05,5440.639043808,99600.00000000001,3.166496753693e-08,2.942363406778,-3.166496753693e-08,0.9684011281026002,83.03125,0.3594705155156,-5.237361014251e-09,-1.4179162047580001e-10,517.0,2292.0,3.12,0.0,-1.396983861923e-09,-2.095475792885e-09,100265.0
E02,2023-12-11 03:50:00,8.563039591540001e-05,3.09796632791e-12,0.0,39.0,180.46875,2.5443916984100003e-09,-0.8392208666780001,8.38749110699e-06,0.00045536481775300007,1.1900439858400001e-05,5440.63994789,100200.0,3.35276126862e-08,2.94236026297,-3.1664967536900005e-08,0.968401047642,86.65625,0.359196301762,-5.236646698780001e-09,-1.41791620476e-10,258.0,2292.0,3.12,0.0,-1.39698386192e-09,0.0,100920.00000000001
E02,2023-12-11 03:50:00,8.562917355450001e-05,3.09796632791e-12,0.0,39.0,180.46875,2.5443916984100003e-09,-0.8392208666780001,8.38749110699e-06,0.00045536481775300007,1.1900439858400001e-05,5440.63994789,100200.0,3.35276126862e-08,2.94236026297,-3.1664967536900005e-08,0.968401047642,86.65625,0.359196301762,-5.236646698780001e-09,-1.41791620476e-10,513.0,2292.0,3.12,0.0,-1.39698386192e-09,-2.09547579288e-09,100885.0
E02,2023-12-11 03:50:00,8.562917355450001e-05,3.09796632791e-12,0.0,39.0,180.46875,2.5443916984100003e-09,-0.8392208666780001,8.38749110699e-06,0.00045536481775300007,1.1900439858400001e-05,5440.63994789,100200.0,3.35276126862e-08,2.94236026297,-3.1664967536900005e-08,0.968401047642,86.65625,0.359196301762,-5.236646698780001e-09,-1.41791620476e-10,516.0,2292.0,3.12,0.0,-1.39698386192e-09,-2.09547579288e-09,100864.0
