satelite_id,Datetime,a0,a1,a2,IODnav,C_rs,Delta n0,M0,C_uc,e,C_us,sqrt(A),T_oe,C_ic,OMEGA0,C_is,i0,C_rc,omega,OMEGA DOT,IDOT,Data source,GAL Week,SISA signal,SV health,BGDa,BGDb,t_tm
E02,2023-12-10 23:30:00,8.558161789550002e-05,3.16902060149e-12,0.0,13.0,158.8125,2.65725354242e-09,-2.77105847924,7.21402466297e-06,0.000454673659988,1.2729316949800001e-05,5440.6393528,84600.00000000001,-2.9802322387700004e-08,2.94244182358,1.8626451492300002e-09,0.9684028280130001,70.9375,0.35704873655900005,-5.23878964519e-09,-9.786121916969999e-11,258.0,2292.0,3.12,0.0,-1.39698386192e-09,0.0,85320.0
E02,2023-12-10 23:30:00,8.558033732700001e-05,3.16902060149e-12,0.0,13.0,158.8125,2.65725354242e-09,-2.77105847924,7.21402466297e-06,0.000454673659988,1.2729316949800001e-05,5440.6393528,84600.00000000001,-2.9802322387700004e-08,2.94244182358,1.8626451492300002e-09,0.9684028280130001,70.9375,0.35704873655900005,-5.23878964519e-09,-9.786121916969999e-11,513.0,2292.0,3.12,0.0,-1.39698386192e-09,-2.09547579288e-09,85285.0
E02,2023-12-10 23:30:00,8.558033732697e-05,3.16902060149e-12,0.0,13.0,158.8125,2.657253542419e-09,-2.77105847924,7.214024662970999e-06,0.0004546736599877,1.272931694984e-05,5440.639352798,84600.00000000001,-2.9802322387700004e-08,2.942441823575,1.862645149231e-09,0.9684028280133999,70.9375,0.3570487365588,-5.238789645188e-09,-9.786121916973e-11,516.0,2292.0,3.12,0.0,-1.396983861923e-09,-2.095475792885e-09,85264.0
E02,2023-12-10 23:30:00,8.558033732697e-05,3.16902060149e-12,0.0,13.0,158.8125,2.657253542419e-09,-2.77105847924,7.214024662970999e-06,0.0004546736599877,1.272931694984e-05,5440.639352798,84600.00000000001,-2.9802322387700004e-08,2.942441823575,1.862645149231e-09,0.9684028280133999,70.9375,0.3570487365588,-5.238789645188e-09,-9.786121916973e-11,517.0,2292.0,3.12,0.0,-1.396983861923e-09,-2.095475792885e-09,85264.0
E02,2023-12-11 00:30:00,8.55930265971e-05,3.1548097467699997e-12,0.0,19.0,160.5625,2.58867925745e-09,-2.32215777295,7.279217243189999e-06,0.00045411870814900004,1.3036653399500001e-05,5440.64195442,88200.0,-3.1664967536900005e-08,2.94242309237,-3.1664967536900005e-08,0.968402541281,60.65625,0.354452686023,-5.23807532972e-09,-1.19290683221e-10,258.0,2292.0,3.12,0.0,-1.39698386192e-09,0.0,89370.0
E02,2023-12-11 00:30:00,8.559180423620002e-05,3.1548097467699997e-12,0.0,19.0,160.5625,2.58867925745e-09,-2.32215777295,7.279217243189999e-06,0.00045411870814900004,1.3036653399500001e-05,5440.64195442,88200.0,-3.1664967536900005e-08,2.94242309237,-3.1664967536900005e-08,0.968402541281,60.65625,0.354452686023,-5.23807532972e-09,-1.19290683221e-10,513.0,2292.0,3.12,0.0,-1.39698386192e-09,-2.09547579288e-09,89335.0
E02,2023-12-11 00:30:00,8.559180423620002e-05,3.1548097467699997e-12,0.0,19.0,160.5625,2.58867925745e-09,-2.32215777295,7.279217243189999e-06,0.00045411870814900004,1.3036653399500001e-05,5440.64195442,88200.0,-3.1664967536900005e-08,2.94242309237,-3.1664967536900005e-08,0.968402541281,60.65625,0.354452686023,-5.23807532972e-09,-1.19290683221e-10,516.0,2292.0,3.12,0.0,-1.39698386192e-09,-2.09547579288e-09,89314.0
E02,2023-12-11 00:30:00,8.559180423617001e-05,3.154809746775e-12,0.0,19.0,160.5625,2.5886792574530003e-09,-2.322157772952,7.279217243195e-06,0.0004541187081486,1.3036653399470001e-05,5440.641954422001,88200.0,-3.166496753693e-08,2.942423092372,-3.166496753693e-08,0.9684025412815,60.65625,0.3544526860228,-5.23807532972e-09,-1.1929068322150002e-10,517.0,2292.0,3.12,0.0,-1.396983861923e-09,-2.095475792885e-09,89315.0
E02,2023-12-11 00:40:00,8.55949474499e-05,3.1548097467699997e-12,0.0,20.0,160.8125,2.5868934687800003e-09,-2.24798183422,7.29970633984e-06,0.000454135471955,1.2984499335300001e-05,5440.64176178,88800.00000000001,-2.7939677238499997e-08,2.94241997489,-3.53902578354e-08,0.968402484228,61.375,0.354660562293,-5.23914680292e-09,-1.22505102829e-10,258.0,2292.0,3.12,0.0,-1.39698386192e-09,0.0,89520.0
E02,2023-12-11 00:40:00,8.5593725089e-05,3.1548097467699997e-12,0.0,20.0,160.8125,2.5868934687800003e-09,-2.24798183422,7.29970633984e-06,0.000454135471955,1.2984499335300001e-05,5440.64176178,88800.00000000001,-2.7939677238499997e-08,2.94241997489,-3.53902578354e-08,0.968402484228,61.375,0.354660562293,-5.23914680292e-09,-1.22505102829e-10,513.0,2292.0,3.12,0.0,-1.39698386192e-09,-2.09547579288e-09,89484.99999999999
E02,2023-12-11 00:40:00,8.5593725089e-05,3.1548097467699997e-12,0.0,20.0,160.8125,2.5868934687800003e-09,-2.24798183422,7.29970633984e-06,0.000454135471955,1.2984499335300001e-05,5440.64176178,88800.00000000001,-2.7939677238499997e-08,2.94241997489,-3.53902578354e-08,0.968402484228,61.375,0.354660562293,-5.23914680292e-09,-1.22505102829e-10,516.0,2292.0,3.12,0.0,-1.39698386192e-09,-2.09547579288e-09,89464.0
E02,2023-12-11 00:40:00,8.559372508898002e-05,3.154809746775e-12,0.0,20.0,160.8125,2.5868934687820004e-09,-2.247981834221,7.2997063398359995e-06,0.0004541354719549,1.2984499335290001e-05,5440.64176178,88800.00000000001,-2.793967723846e-08,2.942419974894,-3.5390257835390003e-08,0.9684024842276999,61.375,0.35466056229310006,-5.239146802922e-09,-1.225051028293e-10,517.0,2292.0,3.12,0.0,-1.396983861923e-09,-2.095475792885e-09,89465.0
E02,2023-12-11 01:40:00,8.56060069054e-05,3.1121771826299998e-12,0.0,26.0,174.71875,2.6204662958e-09,-1.80620058261,8.02241265774e-06,0.000453800195828,1.25430524349e-05,5440.63759041,92400.0,-7.450580596920001e-09,2.94240121297,-3.91155481339e-08,0.9684020541300001,69.625,0.35918150288300005,-5.245932799870001e-09,-1.34648465792e-10,258.0,2292.0,3.12,0.0,-1.39698386192e-09,0.0,93270.0
E02,2023-12-11 01:40:00,8.560478454460001e-05,3.1121771826299998e-12,0.0,26.0,174.71875,2.6204662958e-09,-1.80620058261,8.02241265774e-06,0.000453800195828,1.25430524349e-05,5440.63759041,92400.0,-7.450580596920001e-09,2.94240121297,-3.91155481339e-08,0.9684020541300001,69.625,0.35918150288300005,-5.245932799870001e-09,-1.34648465792e-10,513.0,2292.0,3.12,0.0,-1.39698386192e-09,-2.09547579288e-09,93234.99999999999
E02,2023-12-11 01:40:00,8.560478454460001e-05,3.1121771826299998e-12,0.0,26.0,174.71875,2.6204662958e-09,-1.80620058261,8.02241265774e-06,0.000453800195828,1.25430524349e-05,5440.63759041,92400.0,-7.450580596920001e-09,2.94240121297,-3.91155481339e-08,0.9684020541300001,69.625,0.35918150288300005,-5.245932799870001e-09,-1.34648465792e-10,516.0,2292.0,3.12,0.0,-1.39698386192e-09,-2.09547579288e-09,93214.0
E02,2023-12-11 01:40:00,8.560478454456e-05,3.1121771826289997e-12,0.0,26.0,174.71875,2.6204662957970004e-09,-1.806200582613,8.022412657738e-06,0.0004538001958281,1.254305243492e-05,5440.6375904080005,92400.0,-7.450580596924e-09,2.94240121297,-3.911554813385e-08,0.9684020541298001,69.625,0.3591815028827,-5.245932799872e-09,-1.346484657919e-10,517.0,2292.0,3.12,0.0,-1.396983861923e-09,-2.095475792885e-09,93215.0
E02,2023-12-11 01:50:00,8.56078695506e-05,3.1121771826299998e-12,0.0,27.0,178.0,2.6290380814200003e-09,-1.73264673224,8.186325430869999e-06,0.00045364128891400005,1.25356018543e-05,5440.63677597,93000.0,-3.7252902984600004e-09,2.94239808818,-3.72529029846e-08,0.9684019736690002,69.78125,0.360011423624,-5.24807574628e-09,-1.36434254463e-10,258.0,2292.0,3.12,0.0,-1.39698386192e-09,0.0,93720.0
E02,2023-12-11 01:50:00,8.56066471897e-05,3.1121771826299998e-12,0.0,27.0,178.0,2.6290380814200003e-09,-1.73264673224,8.186325430869999e-06,0.00045364128891400005,1.25356018543e-05,5440.63677597,93000.0,-3.7252902984600004e-09,2.94239808818,-3.72529029846e-08,0.9684019736690002,69.78125,0.360011423624,-5.24807574628e-09,-1.36434254463e-10,513.0,2292.0,3.12,0.0,-1.39698386192e-09,-2.09547579288e-09,93684.99999999999
E02,2023-12-11 01:50:00,8.56066471897e-05,3.1121771826299998e-12,0.0,27.0,178.0,2.6290380814200003e-09,-1.73264673224,8.186325430869999e-06,0.00045364128891400005,1.25356018543e-05,5440.63677597,93000.0,-3.7252902984600004e-09,2.94239808818,-3.72529029846e-08,0.9684019736690002,69.78125,0.360011423624,-5.24807574628e-09,-1.36434254463e-10,516.0,2292.0,3.12,0.0,-1.39698386192e-09,-2.09547579288e-09,93664.0
E02,2023-12-11 01:50:00,8.560664718970999e-05,3.1121771826289997e-12,0.0,27.0,178.0,2.629038081417e-09,-1.73264673224,8.186325430869999e-06,0.0004536412889138,1.253560185432e-05,5440.63677597,93000.0,-3.725290298462e-09,2.942398088177,-3.725290298462e-08,0.9684019736692999,69.78125,0.36001142362370003,-5.248075746277001e-09,-1.3643425446290002e-10,517.0,2292.0,3.12,0.0,-1.396983861923e-09,-2.095475792885e-09,93665.0
E02,2023-12-11 02:00:00,8.56097904034e-05,3.1121771826299998e-12,0.0,28.0,180.8125,2.63689555157e-09,-1.6589623413,8.32974910736e-06,0.000453477608971,1.2552365660700001e-05,5440.636064529999,93600.0,0.0,2.94239497362,-3.35276126862e-08,0.9684018902829999,69.46875,0.36071087109,-5.251290165890001e-09,-1.38934358602e-10,258.0,2292.0,3.12,0.0,-1.39698386192e-09,0.0,94320.0
E02,2023-12-11 02:00:00,8.560850983490002e-05,3.1121771826299998e-12,0.0,28.0,180.8125,2.63689555157e-09,-1.6589623413,8.32974910736e-06,0.000453477608971,1.2552365660700001e-05,5440.636064529999,93600.0,0.0,2.94239497362,-3.35276126862e-08,0.9684018902829999,69.46875,0.36071087109,-5.251290165890001e-09,-1.38934358602e-10,513.0,2292.0,3.12,0.0,-1.39698386192e-09,-2.09547579288e-09,94285.0
E02,2023-12-11 02:00:00,8.560850983490002e-05,3.1121771826299998e-12,0.0,28.0,180.8125,2.63689555157e-09,-1.6589623413,8.32974910736e-06,0.000453477608971,1.2552365660700001e-05,5440.636064529999,93600.0,0.0,2.94239497362,-3.35276126862e-08,0.9684018902829999,69.46875,0.36071087109,-5.251290165890001e-09,-1.38934358602e-10,516.0,2292.0,3.12,0.0,-1.39698386192e-09,-2.09547579288e-09,94263.99999999999
E02,2023-12-11 02:00:00,8.560850983486001e-05,3.1121771826289997e-12,0.0,28.0,180.8125,2.63689555157e-09,-1.658962341298,8.329749107360999e-06,0.00045347760897129996,1.2552365660670001e-05,5440.636064529001,93600.0,0.0,2.942394973624,-3.3527612686160006e-08,0.9684018902828999,69.46875,0.3607108710899,-5.251290165885e-09,-1.3893435860229998e-10,517.0,2292.0,3.12,0.0,-1.396983861923e-09,-2.095475792885e-09,94265.00000000001
E02,2023-12-11 02:10:00,8.561159484090001e-05,3.09796632791e-12,0.0,29.0,183.0,2.6436815485200004e-09,-1.58510501735,8.44150781631e-06,0.000453328597359,1.2584030628200002e-05,5440.6355037700005,94200.0,3.7252902984600004e-09,2.94239186785,-2.60770320892e-08,0.9684018010450001,68.875,0.36123746747,-5.2555760587e-09,-1.4214877821000001e-10,258.0,2292.0,3.12,0.0,-1.39698386192e-09,0.0,94920.00000000001
E02,2023-12-11 02:10:00,8.561031427230001e-05,3.09796632791e-12,0.0,29.0,183.0,2.6436815485200004e-09,-1.58510501735,8.44150781631e-06,0.000453328597359,1.2584030628200002e-05,5440.6355037700005,94200.0,3.7252902984600004e-09,2.94239186785,-2.60770320892e-08,0.9684018010450001,68.875,0.36123746747,-5.2555760587e-09,-1.4214877821000001e-10,513.0,2292.0,3.12,0.0,-1.39698386192e-09,-2.09547579288e-09,94885.0
E02,2023-12-11 02:10:00,8.561031427230001e-05,3.09796632791e-12,0.0,29.0,183.0,2.6436815485200004e-09,-1.58510501735,8.44150781631e-06,0.000453328597359,1.2584030628200002e-05,5440.6355037700005,94200.0,3.7252902984600004e-09,2.94239186785,-2.60770320892e-08,0.9684018010450001,68.875,0.36123746747,-5.2555760587e-09,-1.4214877821000001e-10,516.0,2292.0,3.12,0.0,-1.39698386192e-09,-2.09547579288e-09,94864.0
E02,2023-12-11 02:10:00,8.561031427233999e-05,3.097966327914e-12,0.0,29.0,183.0,2.6436815485190003e-09,-1.585105017346,8.441507816314999e-06,0.00045332859735940003,1.2584030628200002e-05,5440.635503769,94200.0,3.725290298462e-09,2.942391867849,-2.607703208923e-08,0.9684018010449,68.875,0.3612374674705,-5.2555760586950006e-09,-1.4214877821000001e-10,517.0,2292.0,3.12,0.0,-1.396983861923e-09,-2.095475792885e-09,94865.0
E02,2023-12-11 02:20:00,8.56132828631e-05,3.0837554732e-12,0.0,30.0,184.34375,2.6479674413300002e-09,-1.5110495587,8.516013622279999e-06,0.000453216140158,1.2619420886e-05,5440.63512993,94800.0,5.58793544769e-09,2.94238875476,-1.86264514923e-08,0.968401705955,68.25,0.361566025705,-5.26021910924e-09,-1.44291724615e-10,258.0,2292.0,3.12,0.0,-1.39698386192e-09,0.0,95520.0
